date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:15:24	37959/37959	---M-Z	200	added ('OK')	text/html	etag:%229447-66584b61-ac1051534f4034e4;gz%22	https://www.webstrot.com/html/webstrotadmin/	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/index.html	(from )
22:15:25	23/23	---M--	200	added ('OK')	text/plain	etag:%2217-66584dee-da595c19aa6fd45d;;;%22	https://www.webstrot.com/robots.txt		(from )
22:15:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202024%2002:15:27%20GMT	https://www.webstrot.com/html/webstrotadmin/apple-touch-icon.png	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/apple-touch-icon.png	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:31	85119/85119	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Aug%202024%2002:15:30%20GMT	https://webstrot.com/html/webstrotadmin/apple-touch-icon.png	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/webstrot.com/html/webstrotadmin/apple-touch-icon.1.delayed	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:32	16541/16541	---M--	200	added ('OK')	image/png	etag:%22409d-66584b61-88d5705e08777e92;;;%22	https://www.webstrot.com/html/webstrotadmin/images/favicon.png	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/images/favicon.png	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:33	8362/8362	---M-Z	200	added ('OK')	text/css	etag:%2220aa-66584b67-db1a55744af81766;gz%22	https://www.webstrot.com/html/webstrotadmin/css/linear-icon.css	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/css/linear-icon.css	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:34	57193/57193	---M-Z	200	added ('OK')	text/css	etag:%22df69-66584b67-af838ef8aa49e273;gz%22	https://www.webstrot.com/html/webstrotadmin/css/ionicons.css	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/css/ionicons.css	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:36	35134/35134	---M-Z	200	added ('OK')	text/css	etag:%22893e-66584b67-9360ff12a52e2840;gz%22	https://www.webstrot.com/html/webstrotadmin/css/font-awesome.css	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/css/font-awesome.css	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:37	121260/121260	---M-Z	200	added ('OK')	text/css	etag:%221d9ac-66584b67-c18d22923ccd387d;gz%22	https://www.webstrot.com/html/webstrotadmin/css/bootstrap.min.css	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/css/bootstrap.min.css	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:37	11865/11865	---M-Z	200	added ('OK')	text/css	etag:%222e59-66584b67-4c08cbd4033d7743;gz%22	https://www.webstrot.com/html/webstrotadmin/css/menuzord.css	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/css/menuzord.css	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:41	4008/4008	---M-Z	200	added ('OK')	text/css	etag:%22fa8-66584b67-4acd58be10158a61;gz%22	https://www.webstrot.com/html/webstrotadmin/css/owl.carousel.css	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/css/owl.carousel.css	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:42	1303/1303	---M-Z	200	added ('OK')	text/css	etag:%22517-66584b67-add3bdfa3bd16825;gz%22	https://www.webstrot.com/html/webstrotadmin/css/owl.theme.default.css	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/css/owl.theme.default.css	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:43	6951/6951	---M-Z	200	added ('OK')	text/css	etag:%221b27-66584b67-797dbe05339b8327;gz%22	https://www.webstrot.com/html/webstrotadmin/css/magnific-popup.css	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/css/magnific-popup.css	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:43	10733/10733	---M-Z	200	added ('OK')	text/css	etag:%2229ed-66584b67-494e2e26c3ac25f5;gz%22	https://www.webstrot.com/html/webstrotadmin/css/macbook.css	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/css/macbook.css	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:44	22980/22980	---M-Z	200	added ('OK')	text/css	etag:%2259c4-66584b67-fe339d23d0e728ed;gz%22	https://www.webstrot.com/html/webstrotadmin/css/style.css	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/css/style.css	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:45	14658/14658	---M-Z	200	added ('OK')	text/css	etag:%223942-66584b67-500a5610d84acd58;gz%22	https://www.webstrot.com/html/webstrotadmin/css/responsive.css	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/css/responsive.css	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:46	15514/15514	---M-Z	200	added ('OK')	application/x-javascript	etag:%223c9a-66584b61-4962209fe65c40b4;gz%22	https://www.webstrot.com/html/webstrotadmin/js/vendor/modernizr-2.8.3.min.js	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/js/vendor/modernizr-2.8.3.min.js	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:46	37959/37959	---M-Z	200	added ('OK')	text/html	etag:%229447-66584b61-ac1051534f4034e4;gz%22	https://www.webstrot.com/html/webstrotadmin/index.html	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/index-2.html	(from https://www.webstrot.com/html/webstrotadmin/)
22:15:47	5193/5193	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Aug%202024%2002:15:46%20GMT	https://www.webstrot.com/html/webstrotadmin/images/logo.png	C:/Users/ZED/Desktop/clone%20war/admin%20pan/admin%20pan/www.webstrot.com/html/webstrotadmin/images/logo.png	(from https://www.webstrot.com/html/webstrotadmin/)
